idEntidade;idEmpenho;data;valorEmpenhadoBruto;valorLiquidadoBruto;numNaturezaEmp;organograma
177;21827382;30/12/2024;37.39;37.39;31901101000000;2012
2857;16515466;24/04/2024;1000.0;5.75;33903981000000;5001
2857;16513516;24/04/2024;6750.0;0.0;33903036000000;5001
2857;16513507;24/04/2024;1881.0;1881.0;33903036000000;5001
2856;16647607;24/04/2024;100.3;100.3;33903014000000;4001
2858;16647442;24/04/2024;8376.0;6282.0;33904001000000;6001
2855;16646375;24/04/2024;126.0;126.0;33903022000000;3001
2855;16646346;24/04/2024;126.0;126.0;33903022000000;3001
2855;16646286;24/04/2024;1156.68;1156.68;33903022000000;3001
2855;16646236;24/04/2024;130.98;130.98;33903022000000;3001
2855;16646221;24/04/2024;156.0;156.0;33903022000000;3001
2855;16646110;24/04/2024;159.6;159.6;33903022000000;3001
2855;16646089;24/04/2024;130.65;130.65;33903022000000;3001
2855;16646073;24/04/2024;202.5;202.5;33903022000000;3001
2855;16646047;24/04/2024;1093.68;1093.68;33903022000000;3001
2855;16646036;24/04/2024;1247.4;1247.4;33903022000000;3001
2855;16514519;24/04/2024;800.0;800.0;33903007000000;3001
2855;16514488;24/04/2024;173.88;173.88;33903007000000;3001
2855;16514459;24/04/2024;154.05;154.05;33903007000000;3001
2855;16512621;24/04/2024;266.4;266.4;33903022000000;3001
2855;16512605;24/04/2024;796.5;796.5;33903022000000;3001
2855;16512593;24/04/2024;380.85;380.85;33903007000000;3001
2855;16512586;24/04/2024;377.6;377.6;33903007000000;3001
2855;16512571;24/04/2024;723.55;723.55;33903007000000;3001
2855;16512565;24/04/2024;888.4;888.4;33903007000000;3001
2861;16647492;24/04/2024;303.8;303.8;33903022000000;9001
177;16514334;23/04/2024;30000.0;30000.0;33903981000000;2009
177;16507455;23/04/2024;61.22;61.22;33901414000000;2007
177;16507379;23/04/2024;61.22;61.22;33901414000000;2007
177;16507316;23/04/2024;2571.28;2571.28;33901414000000;2018
177;16500575;23/04/2024;19573.87;19573.87;33903966000000;2016
2857;16514102;24/04/2024;856.7;856.7;33903009000000;5001
2857;16526385;24/04/2024;1094.73;1094.73;33903966000000;5001
2861;16647724;25/04/2024;22703.36;22703.36;31911303000000;9001
2857;16526394;24/04/2024;109.47;109.47;33903966000000;5001
2861;16647617;25/04/2024;658.69;658.69;33901899000000;9001
2861;16647606;25/04/2024;5738.1;5738.1;33904601000000;9001
2861;16647585;25/04/2024;13310.97;13310.97;31901175000000;9001
2861;16647567;25/04/2024;112160.14;112160.14;31901101000000;9001
2861;16647554;25/04/2024;24185.47;24185.47;31901101000000;9001
2859;16669222;25/04/2024;100000.0;100000.0;33504399000000;7001
177;16638913;24/04/2024;122.44;122.44;33901414000000;2020
177;16638910;24/04/2024;122.44;122.44;33901414000000;2020
177;16638907;24/04/2024;122.44;122.44;33901414000000;2020
177;16526379;24/04/2024;3300.0;3300.0;33903016000000;2008
177;16526373;24/04/2024;224.5;224.5;33903007000000;2008
177;16526354;24/04/2024;4200.0;4200.0;33903022000000;2012
177;16526326;24/04/2024;2255.82;2255.82;33903007000000;2011
177;16526313;24/04/2024;192.74;192.74;33903007000000;2011
177;16513150;24/04/2024;73221.8;72185.89;33903999000000;2016
177;16487545;24/04/2024;111.0;0.0;33904099000000;2005
177;16521267;24/04/2024;3300.0;3000.0;33903948000000;2018
2857;16653856;24/04/2024;783.63;783.63;31911303000000;5001
2857;16653832;24/04/2024;420.58;420.58;31901302000000;5001
2857;16652725;24/04/2024;160.0;160.0;33904901000000;5001
2857;16652549;24/04/2024;500.0;500.0;33904601000000;5001
2857;16652517;24/04/2024;1108.0;1108.0;31909499000000;5001
2857;16652362;24/04/2024;4300.54;4300.54;31901101000000;5001
2857;16651925;24/04/2024;1822.13;1822.13;31901101000000;5001
2857;16651862;24/04/2024;204.55;204.55;33904601000000;5001
2857;16645852;24/04/2024;111.0;111.0;33904099000000;5001
2857;16645848;24/04/2024;248.94;248.94;33903036000000;5001
2857;16645839;24/04/2024;150000.0;150000.0;33903950000000;5001
2857;16645832;24/04/2024;19450.0;0.0;33903950000000;5001
177;16496584;23/04/2024;250.3;250.3;33903966000000;2018
177;16496518;23/04/2024;754.7;754.7;44905235000000;2016
177;16496491;23/04/2024;4196.0;4196.0;44905235000000;2012
177;16495914;23/04/2024;1876.71;1876.71;33909115000000;2018
177;16483696;22/04/2024;857.08;857.08;33901414000000;2012
177;16483559;22/04/2024;122.44;122.44;33901414000000;2012
177;16481611;22/04/2024;99.64;99.64;33904710000000;2006
177;16481557;22/04/2024;96.62;96.62;33904710000000;2006
177;16481425;22/04/2024;96.62;96.62;33904710000000;2006
177;16481363;22/04/2024;96.62;96.62;33904710000000;2006
177;16481345;22/04/2024;96.62;96.62;33904710000000;2006
177;16481322;22/04/2024;96.62;96.62;33904710000000;2006
177;16481186;22/04/2024;96.62;96.62;33904710000000;2006
177;16481075;22/04/2024;96.62;96.62;33904710000000;2006
2857;16507652;22/04/2024;122.44;122.44;33901414000000;5001
2857;16507628;22/04/2024;61.22;61.22;33901414000000;5001
2857;16507591;22/04/2024;61.22;61.22;33901414000000;5001
2857;16496311;22/04/2024;74768.7;74768.7;44905235000000;5001
2856;16510762;22/04/2024;500.0;500.0;33903104000000;4001
2856;16510606;22/04/2024;500.0;500.0;33903104000000;4001
2856;16510269;22/04/2024;2000.0;2000.0;33903104000000;4001
2856;16510224;22/04/2024;4000.0;4000.0;33903104000000;4001
2856;16509870;22/04/2024;6000.0;6000.0;33903104000000;4001
2856;16500969;22/04/2024;500.0;500.0;33903104000000;4001
2856;16500967;22/04/2024;500.0;500.0;33903104000000;4001
2856;16500966;22/04/2024;1000.0;1000.0;33903104000000;4001
2856;16500963;22/04/2024;2000.0;2000.0;33903104000000;4001
2856;16500806;22/04/2024;3000.0;3000.0;33903104000000;4001
2856;16500784;22/04/2024;500.0;500.0;33903104000000;4001
2856;16500774;22/04/2024;500.0;500.0;33903104000000;4001
2856;16500762;22/04/2024;1000.0;1000.0;33903104000000;4001
2856;16500646;22/04/2024;2000.0;2000.0;33903104000000;4001
2856;16500641;22/04/2024;3000.0;3000.0;33903104000000;4001
177;16483736;22/04/2024;857.08;857.08;33901414000000;2012
177;16483650;22/04/2024;918.1;918.1;33903301000000;2005
177;16483751;22/04/2024;122.44;122.44;33901414000000;2012
177;16485193;22/04/2024;400.5;400.5;33909304000000;2017
2864;16512739;23/04/2024;996.0;996.0;33903022000000;13001
2863;16492028;23/04/2024;305041.85;305041.85;33903999000000;12001
2862;16526425;23/04/2024;3495.0;3495.0;44905235000000;10001
177;16491898;22/04/2024;898.6;898.6;33903914000000;2013
177;16487552;22/04/2024;862.0;862.0;33903917000000;2015
177;16487543;22/04/2024;111.0;0.0;33904099000000;2015
177;16487536;22/04/2024;7480.0;7480.0;33903017000000;2015
177;16487529;22/04/2024;10800.0;10800.0;44905235000000;2015
177;16487511;22/04/2024;10202.4;10202.4;33903927000000;2012
177;16487500;22/04/2024;18930.96;17781.18;33903914000000;2020
177;16487487;22/04/2024;1078.0;1078.0;33903924000000;2011
177;16487246;22/04/2024;1469.3;1469.3;33901414000000;2006
177;16487243;22/04/2024;734.64;734.64;33901414000000;2006
177;16484959;22/04/2024;99.64;99.64;33904710000000;2016
177;16483658;22/04/2024;1040.0;1040.0;33903948000000;2012
177;16484793;22/04/2024;6490.0;6490.0;44905235000000;2012
177;16484777;22/04/2024;58.41;58.41;33901414000000;2016
177;16484760;22/04/2024;58.41;58.41;33901414000000;2016
177;16484738;22/04/2024;58.41;58.41;33901414000000;2016
177;16484715;22/04/2024;3149.95;3149.95;33903017000000;2012
177;16484710;22/04/2024;116.88;116.88;33901414000000;2016
177;16484667;22/04/2024;122.44;122.44;33901414000000;2016
177;16484568;22/04/2024;61.22;61.22;33901414000000;2016
177;16484140;22/04/2024;694.8;694.8;33903017000000;2012
177;16483890;22/04/2024;7500.0;0.0;33903017000000;2012
177;16483854;22/04/2024;5394.0;5394.0;33909301000000;2011
177;16483671;22/04/2024;311.9;311.9;33903925000000;2017
177;16483788;22/04/2024;122.44;122.44;33901414000000;2012
2861;16647670;25/04/2024;4827.75;4827.75;31901302000000;9001
2861;16647779;25/04/2024;1560.53;1560.53;33904712000000;9001
2857;16083693;27/03/2024;137681.67;137670.65;33903916000000;5001
177;16654103;25/04/2024;13310.97;13310.97;31901175000000;2018
177;16653965;25/04/2024;653.52;653.52;31901101000000;2009
177;16653958;25/04/2024;6795.45;6795.45;33904601000000;2009
177;16653947;25/04/2024;375.63;375.63;33901899000000;2009
177;16653842;25/04/2024;165766.21;165766.21;31901101000000;2009
177;16653684;25/04/2024;36072.5;36072.5;33901899000000;2008
177;16653604;25/04/2024;1472.0;1472.0;33904901000000;2008
177;16653594;25/04/2024;589.14;589.14;31901101000000;2008
177;16653574;25/04/2024;35518.18;35518.18;33904601000000;2008
177;16653567;25/04/2024;3286.72;3286.72;31901110000000;2008
177;16653561;25/04/2024;703.36;703.36;33901899000000;2008
177;16653549;25/04/2024;13310.97;13310.97;31901175000000;2008
177;16653202;25/04/2024;433760.32;433760.32;31901101000000;2008
177;16651802;25/04/2024;4984.58;4984.58;44905235000000;2017
177;16651645;25/04/2024;1227.27;1227.27;33904601000000;2007
177;16651439;25/04/2024;18090.86;18090.86;31901101000000;2007
177;16651013;25/04/2024;350.0;350.0;33901899000000;2007
177;16650889;25/04/2024;106298.94;106298.94;33909399000000;2007
177;16650763;25/04/2024;152.0;152.0;33904901000000;2007
177;16650533;25/04/2024;16568.19;16568.19;33904601000000;2007
177;16650508;25/04/2024;500.0;500.0;31901110000000;2007
177;16649394;25/04/2024;35893.79;35893.79;31901175000000;2007
177;16649321;25/04/2024;260366.37;260366.37;31901101000000;2007
177;16648886;25/04/2024;367.32;367.32;33901414000000;2020
177;16648806;25/04/2024;244.88;244.88;33901414000000;2020
177;16648250;25/04/2024;2500.0;2500.0;33904601000000;2006
177;16648216;25/04/2024;13310.97;13310.97;31901175000000;2006
177;16648132;25/04/2024;37017.15;37017.15;31901101000000;2006
177;16647885;25/04/2024;2500.0;2500.0;33904601000000;2005
177;16647650;25/04/2024;13310.97;13310.97;31901175000000;2005
177;16654087;25/04/2024;337617.23;337617.23;31901101000000;2018
177;16654110;25/04/2024;5706.92;5706.92;31901109000000;2018
2861;16662955;25/04/2024;99.64;99.64;33904710000000;9001
177;16654113;25/04/2024;71.49;71.49;33901899000000;2018
177;16666932;25/04/2024;698.1;698.1;33903022000000;2013
177;16666853;25/04/2024;105.18;105.18;33903022000000;2013
177;16666789;25/04/2024;969.0;969.0;33903021000000;2008
177;16666773;25/04/2024;968.4;968.4;33903022000000;2008
177;16666693;25/04/2024;1197.0;0.0;33903007000000;2008
177;16666319;25/04/2024;4884618.19;4884618.19;31901101000000;2012
177;16665764;25/04/2024;20876.9;20876.9;44905191000000;2016
177;16665762;25/04/2024;3537.12;3507.26;44905191000000;2016
177;16665451;25/04/2024;4375.7;1125.18;33903999000000;2018
177;16665371;25/04/2024;12256.16;12256.12;33903999000000;2012
177;16665359;25/04/2024;376502.93;373635.79;44905191000000;2016
177;16665352;25/04/2024;511665.93;511665.93;44905191000000;2016
177;16665346;25/04/2024;520666.34;493330.68;44905191000000;2016
177;16665336;25/04/2024;660.0;0.0;33903999000000;2008
177;16658398;25/04/2024;960.0;960.0;33904901000000;2012
177;16657678;25/04/2024;17368.18;17368.18;33904601000000;2012
177;16657085;25/04/2024;550.0;550.0;33901899000000;2012
177;16656908;25/04/2024;24602.38;24602.38;31901175000000;2012
177;16656811;25/04/2024;245711.2;245711.2;31901101000000;2012
177;16655984;25/04/2024;1840.91;1840.91;33904601000000;2001
177;16655822;25/04/2024;27665.35;27665.35;31901101000000;2001
177;16654212;25/04/2024;1016.0;1016.0;33904901000000;2011
177;16654210;25/04/2024;1237.86;1237.86;31901101000000;2011
177;16654209;25/04/2024;17443.18;17443.18;33904601000000;2011
177;16654201;25/04/2024;370.7;370.7;33901899000000;2011
177;16654184;25/04/2024;13310.97;13310.97;31901175000000;2011
177;16654167;25/04/2024;155800.92;155800.92;31901101000000;2011
177;16654118;25/04/2024;160.0;160.0;33904901000000;2018
177;16654115;25/04/2024;14272.72;14272.72;33904601000000;2018
177;16647561;25/04/2024;50102.06;50102.06;31901101000000;2005
177;16647290;25/04/2024;500.0;500.0;33904601000000;2002
177;16647165;25/04/2024;230.0;230.0;33903007000000;2011
177;16647154;25/04/2024;19575.93;19575.93;31901175000000;2002
2713;16641391;25/04/2024;220.92;220.92;33903099000000;1001
2858;16669406;25/04/2024;1098.5;1098.5;33903026000000;6001
2858;16650994;25/04/2024;863.21;863.21;33904712000000;6001
2858;16650989;25/04/2024;6388.46;6388.46;31911303000000;6001
2858;16650984;25/04/2024;8702.1;8702.1;31901302000000;6001
2858;16650930;25/04/2024;568.0;568.0;33904901000000;6001
2858;16650159;25/04/2024;200.0;200.0;33901899000000;6001
2858;16650094;25/04/2024;6345.24;6345.24;33904601000000;6001
2858;16650018;25/04/2024;13310.97;13310.97;31901175000000;6001
2858;16649964;25/04/2024;65897.07;65897.07;31901101000000;6001
2863;16667914;25/04/2024;243.4;0.0;33903007000000;12001
2863;16667767;25/04/2024;151.9;151.9;33903022000000;12001
2863;16667697;25/04/2024;193.8;193.8;33903021000000;12001
2863;16667662;25/04/2024;292.5;292.5;33903022000000;12001
2863;16667583;25/04/2024;435.6;0.0;33903007000000;12001
2863;16667545;25/04/2024;205.2;205.2;33903022000000;12001
2863;16667345;25/04/2024;194.04;194.04;33903022000000;12001
2863;16654140;25/04/2024;20192.03;20192.03;33901899000000;12001
2863;16654078;25/04/2024;983.01;983.01;33904712000000;12001
2863;16654076;25/04/2024;9672.14;9672.14;31911303000000;12001
2863;16654074;25/04/2024;7727.51;7727.51;31901302000000;12001
2863;16654043;25/04/2024;160.0;160.0;33904901000000;12001
2863;16654040;25/04/2024;6276.19;6276.19;33904601000000;12001
2863;16654038;25/04/2024;6362.7;6362.7;31901109000000;12001
2863;16654037;25/04/2024;85502.54;85502.54;31901101000000;12001
2855;16669206;25/04/2024;7600.0;7463.64;33900899000000;3001
2855;16648700;25/04/2024;1400.0;1400.0;33903948000000;3001
2855;16648566;25/04/2024;1050.0;1050.0;33903948000000;3001
2855;16648524;25/04/2024;1750.0;1750.0;33903948000000;3001
2713;16641650;25/04/2024;161.8;161.8;33903099000000;1001
2713;16643658;25/04/2024;5215.91;5215.91;33904601000000;1001
2713;16643657;25/04/2024;900.0;900.0;31901101000000;1001
2856;16652747;25/04/2024;6666.67;6666.67;33904601000000;4001
177;16647114;25/04/2024;18116.89;18116.89;31901101000000;2002
177;16646996;25/04/2024;3495.0;3495.0;44905235000000;2012
177;16646638;25/04/2024;110079.0;110079.0;33903401000000;2012
177;16646632;25/04/2024;222.0;222.0;33904099000000;2006
177;16646615;25/04/2024;2354.54;2354.54;33904601000000;2001
177;16646335;25/04/2024;35236.71;35236.71;31901175000000;2001
177;16646095;25/04/2024;45390.0;45390.0;31901101000000;2001
2856;16664637;25/04/2024;3770.0;3770.0;33903099000000;4001
2856;16652831;25/04/2024;841.1;841.1;33904712000000;4001
2856;16652821;25/04/2024;9021.95;9021.95;31911303000000;4001
2856;16652812;25/04/2024;5314.69;5314.69;31901302000000;4001
2856;16652786;25/04/2024;496.0;496.0;33904901000000;4001
2713;16679205;25/04/2024;5611.92;5611.92;33901414000000;1001
2713;16679162;25/04/2024;4693.61;4693.61;33901414000000;1001
2713;16643656;25/04/2024;14905.0;14905.0;31901101000000;1001
2856;16652648;25/04/2024;13310.97;13310.97;31901175000000;4001
2856;16652616;25/04/2024;61029.44;61029.44;31901101000000;4001
2713;16644623;25/04/2024;3923.0;3923.0;31911303000000;1001
2713;16644618;25/04/2024;909.09;909.09;33904601000000;1001
2713;16644619;25/04/2024;22432.81;22432.81;31901101000000;1001
2713;16644073;25/04/2024;26280.72;26280.72;31901302000000;1001
2713;16643976;25/04/2024;125146.33;125146.33;31901101000000;1001
2713;16643847;25/04/2024;1568.52;1568.52;31901302000000;1001
2713;16643848;25/04/2024;29160.19;29160.19;31901302000000;1001
2713;16643777;25/04/2024;500.0;500.0;33904601000000;1001
2713;16643778;25/04/2024;10863.63;10863.63;33904601000000;1001
2713;16643779;25/04/2024;146327.24;146327.24;31901101000000;1001
2713;16643655;25/04/2024;1510.9;1510.9;33904901000000;1001
2713;16484776;22/04/2024;3673.26;3673.26;33901414000000;1001
2856;16500507;22/04/2024;500.0;500.0;33903104000000;4001
2713;16484727;22/04/2024;3673.26;3673.26;33901414000000;1001
177;16417681;16/04/2024;18628.65;18628.65;33909115000000;2018
177;16416736;16/04/2024;42715.59;25576.37;44905191000000;2016
2857;16433629;16/04/2024;122.44;122.44;33901414000000;5001
2857;16432839;16/04/2024;184.0;184.0;33903099000000;5001
2857;16432824;16/04/2024;1245.0;0.0;33903036000000;5001
2857;16432809;16/04/2024;1100.0;1100.0;33903036000000;5001
2857;16432795;16/04/2024;2650.0;0.0;33903036000000;5001
2857;16422397;16/04/2024;1036.25;1036.25;33904710000000;5001
2857;16422383;16/04/2024;1036.25;1036.25;33904710000000;5001
2857;16422317;16/04/2024;518.12;518.12;33904710000000;5001
2857;16419230;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419225;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419222;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419220;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419213;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419181;16/04/2024;61.22;61.22;33901414000000;5001
2857;16419158;16/04/2024;61.22;61.22;33901414000000;5001
2857;16935433;16/04/2024;15.0;0.0;33903981000000;5001
2857;16419127;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419120;16/04/2024;122.44;122.44;33901414000000;5001
2857;16935409;16/04/2024;10.0;0.0;33903981000000;5001
2857;16419060;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419053;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419049;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419045;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419040;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419026;16/04/2024;122.44;122.44;33901414000000;5001
2857;16419010;16/04/2024;61.22;61.22;33901414000000;5001
2857;16418864;16/04/2024;122.44;122.44;33901414000000;5001
2857;16418848;16/04/2024;122.44;122.44;33901414000000;5001
177;16416742;16/04/2024;1000000.0;1000000.0;44905191000000;2016
177;16418894;16/04/2024;1039.86;1039.86;33904710000000;2012
2856;16499469;22/04/2024;500.0;500.0;33903104000000;4001
177;16419303;16/04/2024;23.04;23.04;33903966000000;2020
2857;16449791;17/04/2024;374.5;374.5;33903016000000;5001
2857;16449752;17/04/2024;4420.0;0.0;33903036000000;5001
2857;16441220;17/04/2024;122.44;122.44;33901414000000;5001
2857;16441145;17/04/2024;122.44;122.44;33901414000000;5001
2857;16441012;17/04/2024;244.88;244.88;33901414000000;5001
2857;16440655;17/04/2024;122.44;122.44;33901414000000;5001
2857;16440605;17/04/2024;122.44;122.44;33901414000000;5001
2857;16440538;17/04/2024;122.44;122.44;33901414000000;5001
2857;16440353;17/04/2024;122.44;122.44;33901414000000;5001
2857;16440273;17/04/2024;122.44;122.44;33901414000000;5001
2857;16433956;17/04/2024;2000.0;2000.0;33903999000000;5001
2713;16451052;17/04/2024;1540.0;1540.0;44905242000000;1001
2713;16436863;17/04/2024;1714.0;1714.0;33909252000000;1001
2713;16436653;17/04/2024;27740.0;27740.0;33909252000000;1001
2713;16436165;17/04/2024;153.05;153.05;33901414000000;1001
2713;16436143;17/04/2024;102.03;102.03;33901414000000;1001
2856;16450511;17/04/2024;517.26;517.26;33903022000000;4001
2856;16450312;17/04/2024;2800.0;2800.0;33903301000000;4001
2856;16450292;17/04/2024;111.0;0.0;33904099000000;4001
2863;16435458;17/04/2024;0.01;0.01;31901302000000;12001
2855;16449118;17/04/2024;950.0;950.0;33903916000000;3001
2861;16471565;17/04/2024;138.85;138.85;33904710000000;9001
177;16437388;16/04/2024;23.04;23.04;33903966000000;2020
177;16437377;16/04/2024;23.04;23.04;33903966000000;2020
177;16437122;16/04/2024;119.61;119.61;33904710000000;2020
177;16432724;16/04/2024;97152.0;97152.0;44905252000000;2021
177;16432674;16/04/2024;33439.56;33439.56;33903948000000;2012
177;16432671;16/04/2024;12994.15;0.0;33903905000000;2018
177;16432665;16/04/2024;86198.18;97458.88;44905191000000;2013
2857;16418841;16/04/2024;593.4;593.4;33904710000000;5001
2857;16417836;16/04/2024;61.22;61.22;33901414000000;5001
2857;16417823;16/04/2024;122.44;122.44;33901414000000;5001
2857;16417783;16/04/2024;122.44;122.44;33901414000000;5001
2713;16434328;16/04/2024;125.0;125.0;33904601000000;1001
2713;16434329;16/04/2024;70.83;70.83;31901101000000;1001
2713;16434222;16/04/2024;321.09;321.09;31901101000000;1001
2713;16432613;16/04/2024;3759.5;3759.5;31901101000000;1001
2713;16418068;16/04/2024;400.0;400.0;44905242000000;1001
2713;16417668;16/04/2024;570.0;570.0;44905242000000;1001
2713;16417561;16/04/2024;375.97;375.97;33903203000000;1001
2856;16432892;16/04/2024;238.2;0.0;33903022000000;4001
2856;16432870;16/04/2024;159.6;159.6;33903021000000;4001
177;16412100;15/04/2024;10000.0;10000.0;33903001000000;2020
177;16412001;15/04/2024;29700.0;29700.0;33903046000000;2012
2857;16398289;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398278;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398270;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398255;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398249;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398237;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398231;15/04/2024;61.22;61.22;33901414000000;5001
2857;16398210;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398189;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398163;15/04/2024;122.44;122.44;33901414000000;5001
2857;16398148;15/04/2024;122.44;122.44;33901414000000;5001
2857;16397326;15/04/2024;122.44;122.44;33901414000000;5001
2857;16397289;15/04/2024;122.44;122.44;33901414000000;5001
2857;16397250;15/04/2024;61.22;61.22;33901414000000;5001
2857;16397211;15/04/2024;61.22;61.22;33901414000000;5001
2857;16390892;15/04/2024;31593.96;23695.47;33903999000000;5001
2857;16390886;15/04/2024;2878.0;2878.0;33903010000000;5001
2857;16390867;15/04/2024;701.25;701.25;33903010000000;5001
2713;16434326;16/04/2024;425.0;425.0;31901101000000;1001
2713;16434325;16/04/2024;60.0;60.0;33904901000000;1001
2713;16434447;16/04/2024;2256.57;2256.57;31901101000000;1001
2857;16415552;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416700;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416677;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416660;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416650;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416620;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416593;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416524;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416499;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416405;16/04/2024;122.44;122.44;33901414000000;5001
2857;16416384;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415668;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415615;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415586;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415494;16/04/2024;122.44;122.44;33901414000000;5001
2713;16434446;16/04/2024;250.0;250.0;33904601000000;1001
2857;16415450;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415412;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415377;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415302;16/04/2024;122.44;122.44;33901414000000;5001
2857;16415076;16/04/2024;122.44;122.44;33901414000000;5001
2857;16413358;16/04/2024;853.9;853.9;33903007000000;5001
2857;16413356;16/04/2024;6503.47;6503.47;33903025000000;5001
2857;16413355;16/04/2024;1536.0;1536.0;33903917000000;5001
2857;16413352;16/04/2024;531.72;531.72;33903010000000;5001
2713;16434553;16/04/2024;473.87;473.87;31901302000000;1001
2713;16434554;16/04/2024;315.91;315.91;31901302000000;1001
2713;16434442;16/04/2024;1504.38;1504.38;31901143000000;1001
2713;16434445;16/04/2024;3510.21;3510.21;31909499000000;1001
2857;16449974;17/04/2024;20220.2;20220.2;33903009000000;5001
2857;16450032;17/04/2024;32736.6;32736.6;33903009000000;5001
2864;16448581;18/04/2024;3460.6;3460.6;33904712000000;13001
177;16457697;18/04/2024;1085.97;1085.97;31901302000000;2021
2858;16479722;22/04/2024;3916.5;3916.5;33903044000000;6001
2858;16479711;22/04/2024;2670.0;2670.0;33903924000000;6001
2863;16483310;22/04/2024;10000.0;9743.74;33913944000000;12001
2863;16479685;22/04/2024;105.84;105.84;33903022000000;12001
2863;16479656;22/04/2024;168.0;168.0;33903022000000;12001
2855;16479422;22/04/2024;9090.8;9090.8;33903401000000;3001
2862;16495015;22/04/2024;12399.96;0.0;44905235000000;10001
177;16471500;19/04/2024;1545.6;1545.6;33903948000000;2006
2857;16495838;19/04/2024;487.11;487.11;31911303000000;5001
2857;16495805;19/04/2024;877.31;877.31;31911303000000;5001
2857;16481241;19/04/2024;90.91;90.91;33904601000000;5001
2857;16481226;19/04/2024;1215.43;1215.43;31909499000000;5001
2857;16481187;19/04/2024;2647.35;2647.35;31901101000000;5001
2857;16481012;19/04/2024;90.91;90.91;33904601000000;5001
2857;16480991;19/04/2024;2999.36;2999.36;31909499000000;5001
2857;16480965;19/04/2024;2403.63;2403.63;31901101000000;5001
2857;16480891;19/04/2024;5244.0;5244.0;33903009000000;5001
2857;16480786;19/04/2024;1223.48;1223.48;31901101000000;5001
2856;16471616;19/04/2024;122.44;122.44;33901414000000;4001
2856;16471613;19/04/2024;1040.74;1040.74;33901414000000;4001
2856;16466736;19/04/2024;5399.76;5399.76;44905224000000;4001
2863;16479523;19/04/2024;500520.0;500520.0;33903999000000;12001
2861;16471611;19/04/2024;122.44;122.44;33901414000000;9001
2861;16471599;19/04/2024;122.44;122.44;33901414000000;9001
177;16466581;18/04/2024;111.0;111.0;33904099000000;2008
177;16466570;18/04/2024;16644.0;16644.0;44905235000000;2007
177;16466551;18/04/2024;11096.0;11096.0;44905235000000;2007
177;16466473;18/04/2024;84099.0;84099.0;44905252000000;2020
177;16466462;18/04/2024;5000.0;908.45;33903001000000;2015
2858;16479990;22/04/2024;147.6;147.6;33903029000000;6001
2858;16480019;22/04/2024;1899.93;1899.93;44905234000000;6001
2858;16494829;22/04/2024;121800.0;121800.0;44905252000000;6001
2856;16497167;22/04/2024;2000.0;2000.0;33903104000000;4001
2713;16484703;22/04/2024;4387.5;4387.5;33901414000000;1001
2856;16499160;22/04/2024;2000.0;2000.0;33903104000000;4001
2713;16483637;22/04/2024;5370.0;5370.0;33903905000000;1001
2856;16499132;22/04/2024;3000.0;3000.0;33903104000000;4001
2856;16499100;22/04/2024;4000.0;4000.0;33903104000000;4001
2856;16498410;22/04/2024;500.0;500.0;33903104000000;4001
2856;16498317;22/04/2024;500.0;500.0;33903104000000;4001
2856;16498250;22/04/2024;2000.0;2000.0;33903104000000;4001
2856;16498113;22/04/2024;4000.0;4000.0;33903104000000;4001
2856;16497953;22/04/2024;6000.0;6000.0;33903104000000;4001
2856;16497708;22/04/2024;500.0;500.0;33903104000000;4001
2856;16497671;22/04/2024;500.0;500.0;33903104000000;4001
2856;16497194;22/04/2024;1000.0;1000.0;33903104000000;4001
